item_a,item_b,department_a,department_b,basket_count,pair_basket_count,support,confidence_a_to_b,confidence_b_to_a,lift,category_affinity,anchor_item,recommended_item,recommendation_confidence,cross_sell_opportunity
 ,LAUNDRY DETERGENTS, ,GROCERY,191561,560,0.002923,0.082767,0.072118,2.04184,  + LAUNDRY DETERGENTS, ,LAUNDRY DETERGENTS,0.082767,Recommend LAUNDRY DETERGENTS to baskets containing  
BAKING NEEDS,POTATOES,GROCERY,PRODUCE,191561,1555,0.008118,0.157198,0.105438,2.041833,BAKING NEEDS + POTATOES,BAKING NEEDS,POTATOES,0.157198,Recommend POTATOES to baskets containing BAKING NEEDS
CITRUS,PICKLE/RELISH/PKLD VEG,PRODUCE,GROCERY,191561,615,0.00321,0.062928,0.104167,2.041775,CITRUS + PICKLE/RELISH/PKLD VEG,PICKLE/RELISH/PKLD VEG,CITRUS,0.104167,Recommend CITRUS to baskets containing PICKLE/RELISH/PKLD VEG
ONIONS,REFRIGERATED,PRODUCE,NUTRITION,191561,785,0.004098,0.051819,0.161456,2.041634,ONIONS + REFRIGERATED,REFRIGERATED,ONIONS,0.161456,Recommend ONIONS to baskets containing REFRIGERATED
FROZEN PIE/DESSERTS,REFRGRATD DOUGH PRODUCTS,GROCERY,GROCERY,191561,887,0.00463,0.144251,0.065534,2.041587,FROZEN PIE/DESSERTS + REFRGRATD DOUGH PRODUCTS,FROZEN PIE/DESSERTS,REFRGRATD DOUGH PRODUCTS,0.144251,Recommend REFRGRATD DOUGH PRODUCTS to baskets containing FROZEN PIE/DESSERTS
DRY BN/VEG/POTATO/RICE,FD WRAPS/BAGS/TRSH BG,GROCERY,GROCERY,191561,1428,0.007455,0.11253,0.135202,2.040927,DRY BN/VEG/POTATO/RICE + FD WRAPS/BAGS/TRSH BG,FD WRAPS/BAGS/TRSH BG,DRY BN/VEG/POTATO/RICE,0.135202,Recommend DRY BN/VEG/POTATO/RICE to baskets containing FD WRAPS/BAGS/TRSH BG
HEAT/SERVE,LUNCHMEAT,MEAT-PCKGD,MEAT-PCKGD,191561,1232,0.006431,0.243816,0.05383,2.040702,HEAT/SERVE + LUNCHMEAT,HEAT/SERVE,LUNCHMEAT,0.243816,Recommend LUNCHMEAT to baskets containing HEAT/SERVE
GREETING CARDS/WRAP/PARTY SPLY,HOUSEHOLD CLEANG NEEDS,DRUG GM,GROCERY,191561,469,0.002448,0.07277,0.068637,2.040072,GREETING CARDS/WRAP/PARTY SPLY + HOUSEHOLD CLEANG NEEDS,GREETING CARDS/WRAP/PARTY SPLY,HOUSEHOLD CLEANG NEEDS,0.07277,Recommend HOUSEHOLD CLEANG NEEDS to baskets containing GREETING CARDS/WRAP/PARTY SPLY
BAKING MIXES,CRACKERS/MISC BKD FD,GROCERY,GROCERY,191561,2492,0.013009,0.232095,0.114333,2.039837,BAKING MIXES + CRACKERS/MISC BKD FD,BAKING MIXES,CRACKERS/MISC BKD FD,0.232095,Recommend CRACKERS/MISC BKD FD to baskets containing BAKING MIXES
CHICKEN,EGGS,MEAT,GROCERY,191561,4195,0.021899,0.288475,0.154848,2.039811,CHICKEN + EGGS,CHICKEN,EGGS,0.288475,Recommend EGGS to baskets containing CHICKEN
HOT CEREAL,LAUNDRY DETERGENTS,GROCERY,GROCERY,191561,442,0.002307,0.082663,0.056922,2.039284,HOT CEREAL + LAUNDRY DETERGENTS,HOT CEREAL,LAUNDRY DETERGENTS,0.082663,Recommend LAUNDRY DETERGENTS to baskets containing HOT CEREAL
SALADS/DIPS,VALUE ADDED FRUIT,DELI,PRODUCE,191561,346,0.001806,0.060017,0.061369,2.039195,SALADS/DIPS + VALUE ADDED FRUIT,VALUE ADDED FRUIT,SALADS/DIPS,0.061369,Recommend SALADS/DIPS to baskets containing VALUE ADDED FRUIT
CHEESES,REFRIGERATED,DELI,NUTRITION,191561,570,0.002976,0.051752,0.117236,2.039022,CHEESES + REFRIGERATED,REFRIGERATED,CHEESES,0.117236,Recommend CHEESES to baskets containing REFRIGERATED
FRZN BREAKFAST FOODS,PORK,GROCERY,MEAT,191561,881,0.004599,0.126927,0.073866,2.038589,FRZN BREAKFAST FOODS + PORK,FRZN BREAKFAST FOODS,PORK,0.126927,Recommend PORK to baskets containing FRZN BREAKFAST FOODS
DRY MIX DESSERTS,EGGS,GROCERY,GROCERY,191561,1487,0.007763,0.28829,0.054889,2.038505,DRY MIX DESSERTS + EGGS,DRY MIX DESSERTS,EGGS,0.28829,Recommend EGGS to baskets containing DRY MIX DESSERTS
FROZEN PIE/DESSERTS,VEGETABLES - ALL OTHERS,GROCERY,PRODUCE,191561,1040,0.005429,0.169133,0.065425,2.038206,FROZEN PIE/DESSERTS + VEGETABLES - ALL OTHERS,FROZEN PIE/DESSERTS,VEGETABLES - ALL OTHERS,0.169133,Recommend VEGETABLES - ALL OTHERS to baskets containing FROZEN PIE/DESSERTS
HOT CEREAL,REFRGRATD DOUGH PRODUCTS,GROCERY,GROCERY,191561,770,0.00402,0.144006,0.05689,2.038118,HOT CEREAL + REFRGRATD DOUGH PRODUCTS,HOT CEREAL,REFRGRATD DOUGH PRODUCTS,0.144006,Recommend REFRGRATD DOUGH PRODUCTS to baskets containing HOT CEREAL
CHICKEN,STONE FRUIT,MEAT,PRODUCE,191561,826,0.004312,0.056801,0.154711,2.037995,CHICKEN + STONE FRUIT,STONE FRUIT,CHICKEN,0.154711,Recommend CHICKEN to baskets containing STONE FRUIT
BERRIES,PNT BTR/JELLY/JAMS,PRODUCE,GROCERY,191561,932,0.004865,0.105478,0.093999,2.037861,BERRIES + PNT BTR/JELLY/JAMS,BERRIES,PNT BTR/JELLY/JAMS,0.105478,Recommend PNT BTR/JELLY/JAMS to baskets containing BERRIES
ONIONS,SEAFOOD - FROZEN,PRODUCE,SEAFOOD-PCKGD,191561,1155,0.006029,0.076243,0.161155,2.037829,ONIONS + SEAFOOD - FROZEN,SEAFOOD - FROZEN,ONIONS,0.161155,Recommend ONIONS to baskets containing SEAFOOD - FROZEN
BAKED SWEET GOODS,ISOTONIC DRINKS,GROCERY,GROCERY,191561,945,0.004933,0.05272,0.190678,2.037738,BAKED SWEET GOODS + ISOTONIC DRINKS,ISOTONIC DRINKS,BAKED SWEET GOODS,0.190678,Recommend BAKED SWEET GOODS to baskets containing ISOTONIC DRINKS
 ,DRY MIX DESSERTS, ,GROCERY,191561,371,0.001937,0.054833,0.071927,2.036422,  + DRY MIX DESSERTS,DRY MIX DESSERTS, ,0.071927,Recommend   to baskets containing DRY MIX DESSERTS
BAKING MIXES,SEAFOOD - SHELF STABLE,GROCERY,GROCERY,191561,859,0.004484,0.080004,0.114138,2.036353,BAKING MIXES + SEAFOOD - SHELF STABLE,SEAFOOD - SHELF STABLE,BAKING MIXES,0.114138,Recommend BAKING MIXES to baskets containing SEAFOOD - SHELF STABLE
BATH TISSUES,CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,GROCERY,191561,1825,0.009527,0.141627,0.136971,2.036185,BATH TISSUES + CONVENIENT BRKFST/WHLSM SNACKS,BATH TISSUES,CONVENIENT BRKFST/WHLSM SNACKS,0.141627,Recommend CONVENIENT BRKFST/WHLSM SNACKS to baskets containing BATH TISSUES
MILK BY-PRODUCTS,SPICES & EXTRACTS,GROCERY,GROCERY,191561,1841,0.009611,0.096367,0.203044,2.035977,MILK BY-PRODUCTS + SPICES & EXTRACTS,SPICES & EXTRACTS,MILK BY-PRODUCTS,0.203044,Recommend MILK BY-PRODUCTS to baskets containing SPICES & EXTRACTS
REFRGRATD DOUGH PRODUCTS,REFRGRATD JUICES/DRNKS,GROCERY,GROCERY,191561,3568,0.018626,0.263613,0.143854,2.035961,REFRGRATD DOUGH PRODUCTS + REFRGRATD JUICES/DRNKS,REFRGRATD DOUGH PRODUCTS,REFRGRATD JUICES/DRNKS,0.263613,Recommend REFRGRATD JUICES/DRNKS to baskets containing REFRGRATD DOUGH PRODUCTS
FRUIT - SHELF STABLE,HOUSEHOLD CLEANG NEEDS,GROCERY,GROCERY,191561,922,0.004813,0.072621,0.134933,2.035915,FRUIT - SHELF STABLE + HOUSEHOLD CLEANG NEEDS,HOUSEHOLD CLEANG NEEDS,FRUIT - SHELF STABLE,0.134933,Recommend FRUIT - SHELF STABLE to baskets containing HOUSEHOLD CLEANG NEEDS
CHEESES,TROPICAL FRUIT,DELI,PRODUCE,191561,3703,0.019331,0.336208,0.117035,2.035538,CHEESES + TROPICAL FRUIT,CHEESES,TROPICAL FRUIT,0.336208,Recommend TROPICAL FRUIT to baskets containing CHEESES
APPLES,FRZN BREAKFAST FOODS,PRODUCE,GROCERY,191561,941,0.004912,0.07374,0.135571,2.03512,APPLES + FRZN BREAKFAST FOODS,FRZN BREAKFAST FOODS,APPLES,0.135571,Recommend APPLES to baskets containing FRZN BREAKFAST FOODS
FD WRAPS/BAGS/TRSH BG,PROCESSED,GROCERY,PRODUCE,191561,509,0.002657,0.048192,0.112189,2.034745,FD WRAPS/BAGS/TRSH BG + PROCESSED,PROCESSED,FD WRAPS/BAGS/TRSH BG,0.112189,Recommend FD WRAPS/BAGS/TRSH BG to baskets containing PROCESSED
SEAFOOD - FROZEN,YOGURT,SEAFOOD-PCKGD,GROCERY,191561,1289,0.006729,0.179852,0.07607,2.033204,SEAFOOD - FROZEN + YOGURT,SEAFOOD - FROZEN,YOGURT,0.179852,Recommend YOGURT to baskets containing SEAFOOD - FROZEN
HISPANIC,PORK,GROCERY,MEAT,191561,1723,0.008995,0.126589,0.144462,2.033158,HISPANIC + PORK,PORK,HISPANIC,0.144462,Recommend HISPANIC to baskets containing PORK
FRUIT - SHELF STABLE,ONIONS,GROCERY,PRODUCE,191561,2041,0.010655,0.160759,0.134728,2.032821,FRUIT - SHELF STABLE + ONIONS,FRUIT - SHELF STABLE,ONIONS,0.160759,Recommend ONIONS to baskets containing FRUIT - SHELF STABLE
EGGS,MISC. DAIRY,GROCERY,GROCERY,191561,2019,0.01054,0.074527,0.287484,2.032805,EGGS + MISC. DAIRY,MISC. DAIRY,EGGS,0.287484,Recommend EGGS to baskets containing MISC. DAIRY
FRZN NOVELTIES/WTR ICE,STONE FRUIT,GROCERY,PRODUCE,191561,550,0.002871,0.056654,0.103016,2.032732,FRZN NOVELTIES/WTR ICE + STONE FRUIT,STONE FRUIT,FRZN NOVELTIES/WTR ICE,0.103016,Recommend FRZN NOVELTIES/WTR ICE to baskets containing STONE FRUIT
MEAT - SHELF STABLE,POTATOES,GROCERY,PRODUCE,191561,2062,0.010764,0.156497,0.139816,2.032727,MEAT - SHELF STABLE + POTATOES,MEAT - SHELF STABLE,POTATOES,0.156497,Recommend POTATOES to baskets containing MEAT - SHELF STABLE
CHEESES,COFFEE,DELI,GROCERY,191561,1262,0.006588,0.114581,0.116873,2.032722,CHEESES + COFFEE,COFFEE,CHEESES,0.116873,Recommend CHEESES to baskets containing COFFEE
BAKED SWEET GOODS,FROZEN BREAD/DOUGH,GROCERY,GROCERY,191561,1290,0.006734,0.071967,0.190153,2.032131,BAKED SWEET GOODS + FROZEN BREAD/DOUGH,FROZEN BREAD/DOUGH,BAKED SWEET GOODS,0.190153,Recommend BAKED SWEET GOODS to baskets containing FROZEN BREAD/DOUGH
APPLES,BEANS - CANNED GLASS & MW,PRODUCE,GROCERY,191561,1230,0.006421,0.096387,0.135358,2.031922,APPLES + BEANS - CANNED GLASS & MW,BEANS - CANNED GLASS & MW,APPLES,0.135358,Recommend APPLES to baskets containing BEANS - CANNED GLASS & MW
SALAD MIX,TROPICAL FRUIT,PRODUCE,PRODUCE,191561,5060,0.026415,0.335611,0.159924,2.031918,SALAD MIX + TROPICAL FRUIT,SALAD MIX,TROPICAL FRUIT,0.335611,Recommend TROPICAL FRUIT to baskets containing SALAD MIX
BUTTER,CRACKERS/MISC BKD FD,GROCERY,GROCERY,191561,1109,0.005789,0.231186,0.050881,2.031852,BUTTER + CRACKERS/MISC BKD FD,BUTTER,CRACKERS/MISC BKD FD,0.231186,Recommend CRACKERS/MISC BKD FD to baskets containing BUTTER
BEANS - CANNED GLASS & MW,FD WRAPS/BAGS/TRSH BG,GROCERY,GROCERY,191561,1018,0.005314,0.112028,0.096383,2.031834,BEANS - CANNED GLASS & MW + FD WRAPS/BAGS/TRSH BG,BEANS - CANNED GLASS & MW,FD WRAPS/BAGS/TRSH BG,0.112028,Recommend FD WRAPS/BAGS/TRSH BG to baskets containing BEANS - CANNED GLASS & MW
FACIAL TISS/DNR NAPKIN,ISOTONIC DRINKS,GROCERY,GROCERY,191561,345,0.001801,0.052559,0.069613,2.031544,FACIAL TISS/DNR NAPKIN + ISOTONIC DRINKS,ISOTONIC DRINKS,FACIAL TISS/DNR NAPKIN,0.069613,Recommend FACIAL TISS/DNR NAPKIN to baskets containing ISOTONIC DRINKS
SEAFOOD - FROZEN,VEGETABLES SALAD,SEAFOOD-PCKGD,PRODUCE,191561,794,0.004145,0.110786,0.075995,2.03122,SEAFOOD - FROZEN + VEGETABLES SALAD,SEAFOOD - FROZEN,VEGETABLES SALAD,0.110786,Recommend VEGETABLES SALAD to baskets containing SEAFOOD - FROZEN
FRUIT - SHELF STABLE,LAUNDRY DETERGENTS,GROCERY,GROCERY,191561,1045,0.005455,0.082309,0.134578,2.030556,FRUIT - SHELF STABLE + LAUNDRY DETERGENTS,LAUNDRY DETERGENTS,FRUIT - SHELF STABLE,0.134578,Recommend FRUIT - SHELF STABLE to baskets containing LAUNDRY DETERGENTS
ISOTONIC DRINKS,PAPER TOWELS,GROCERY,GROCERY,191561,512,0.002673,0.103309,0.052524,2.03016,ISOTONIC DRINKS + PAPER TOWELS,ISOTONIC DRINKS,PAPER TOWELS,0.103309,Recommend PAPER TOWELS to baskets containing ISOTONIC DRINKS
CHEESES,SALD DRSNG/SNDWCH SPRD,DELI,GROCERY,191561,1883,0.00983,0.170964,0.116725,2.030131,CHEESES + SALD DRSNG/SNDWCH SPRD,CHEESES,SALD DRSNG/SNDWCH SPRD,0.170964,Recommend SALD DRSNG/SNDWCH SPRD to baskets containing CHEESES
DINNER MXS:DRY,SALAD MIX,GROCERY,PRODUCE,191561,2032,0.010608,0.159774,0.134775,2.030005,DINNER MXS:DRY + SALAD MIX,DINNER MXS:DRY,SALAD MIX,0.159774,Recommend SALAD MIX to baskets containing DINNER MXS:DRY
HOT DOGS,SALD DRSNG/SNDWCH SPRD,MEAT-PCKGD,GROCERY,191561,1805,0.009423,0.170928,0.111889,2.029701,HOT DOGS + SALD DRSNG/SNDWCH SPRD,HOT DOGS,SALD DRSNG/SNDWCH SPRD,0.170928,Recommend SALD DRSNG/SNDWCH SPRD to baskets containing HOT DOGS
FACIAL TISS/DNR NAPKIN,MUSHROOMS,GROCERY,PRODUCE,191561,319,0.001665,0.048598,0.069544,2.029553,FACIAL TISS/DNR NAPKIN + MUSHROOMS,MUSHROOMS,FACIAL TISS/DNR NAPKIN,0.069544,Recommend FACIAL TISS/DNR NAPKIN to baskets containing MUSHROOMS
BACON,MILK BY-PRODUCTS,MEAT-PCKGD,GROCERY,191561,2114,0.011036,0.202393,0.110657,2.029455,BACON + MILK BY-PRODUCTS,BACON,MILK BY-PRODUCTS,0.202393,Recommend MILK BY-PRODUCTS to baskets containing BACON
CONDIMENTS/SAUCES,SOUP,GROCERY,GROCERY,191561,4104,0.021424,0.239356,0.181633,2.029267,CONDIMENTS/SAUCES + SOUP,CONDIMENTS/SAUCES,SOUP,0.239356,Recommend SOUP to baskets containing CONDIMENTS/SAUCES
SEAFOOD - FROZEN,VALUE ADDED FRUIT,SEAFOOD-PCKGD,PRODUCE,191561,428,0.002234,0.059718,0.075913,2.02903,SEAFOOD - FROZEN + VALUE ADDED FRUIT,VALUE ADDED FRUIT,SEAFOOD - FROZEN,0.075913,Recommend SEAFOOD - FROZEN to baskets containing VALUE ADDED FRUIT
CRACKERS/MISC BKD FD,GRAPES,GROCERY,PRODUCE,191561,2258,0.011787,0.103597,0.230856,2.028948,CRACKERS/MISC BKD FD + GRAPES,GRAPES,CRACKERS/MISC BKD FD,0.230856,Recommend CRACKERS/MISC BKD FD to baskets containing GRAPES
SEAFOOD - FROZEN,SOUP,SEAFOOD-PCKGD,GROCERY,191561,1715,0.008953,0.239291,0.075902,2.028717,SEAFOOD - FROZEN + SOUP,SEAFOOD - FROZEN,SOUP,0.239291,Recommend SOUP to baskets containing SEAFOOD - FROZEN
BUTTER,DRY MIX DESSERTS,GROCERY,GROCERY,191561,262,0.001368,0.054617,0.050795,2.028417,BUTTER + DRY MIX DESSERTS,BUTTER,DRY MIX DESSERTS,0.054617,Recommend DRY MIX DESSERTS to baskets containing BUTTER
REFRGRATD DOUGH PRODUCTS,SPICES & EXTRACTS,GROCERY,GROCERY,191561,1299,0.006781,0.095973,0.143267,2.027656,REFRGRATD DOUGH PRODUCTS + SPICES & EXTRACTS,SPICES & EXTRACTS,REFRGRATD DOUGH PRODUCTS,0.143267,Recommend REFRGRATD DOUGH PRODUCTS to baskets containing SPICES & EXTRACTS
CRACKERS/MISC BKD FD,YOGURT,GROCERY,GROCERY,191561,3909,0.020406,0.179345,0.230688,2.02747,CRACKERS/MISC BKD FD + YOGURT,YOGURT,CRACKERS/MISC BKD FD,0.230688,Recommend CRACKERS/MISC BKD FD to baskets containing YOGURT
FACIAL TISS/DNR NAPKIN,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,1136,0.00593,0.173065,0.069472,2.027431,FACIAL TISS/DNR NAPKIN + WATER - CARBONATED/FLVRD DRINK,FACIAL TISS/DNR NAPKIN,WATER - CARBONATED/FLVRD DRINK,0.173065,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing FACIAL TISS/DNR NAPKIN
BAKED SWEET GOODS,BREAKFAST SAUSAGE/SANDWICHES,GROCERY,MEAT-PCKGD,191561,2002,0.010451,0.111688,0.189655,2.026808,BAKED SWEET GOODS + BREAKFAST SAUSAGE/SANDWICHES,BREAKFAST SAUSAGE/SANDWICHES,BAKED SWEET GOODS,0.189655,Recommend BAKED SWEET GOODS to baskets containing BREAKFAST SAUSAGE/SANDWICHES
CHEESE,PICKLE/RELISH/PKLD VEG,GROCERY,GROCERY,191561,2858,0.01492,0.062459,0.484079,2.026544,CHEESE + PICKLE/RELISH/PKLD VEG,PICKLE/RELISH/PKLD VEG,CHEESE,0.484079,Recommend CHEESE to baskets containing PICKLE/RELISH/PKLD VEG
DRY MIX DESSERTS,FRZN VEGETABLE/VEG DSH,GROCERY,GROCERY,191561,669,0.003492,0.129701,0.054559,2.026239,DRY MIX DESSERTS + FRZN VEGETABLE/VEG DSH,DRY MIX DESSERTS,FRZN VEGETABLE/VEG DSH,0.129701,Recommend FRZN VEGETABLE/VEG DSH to baskets containing DRY MIX DESSERTS
FROZEN MEAT,WAREHOUSE SNACKS,MEAT-PCKGD,GROCERY,191561,511,0.002668,0.065312,0.082753,2.026106,FROZEN MEAT + WAREHOUSE SNACKS,WAREHOUSE SNACKS,FROZEN MEAT,0.082753,Recommend FROZEN MEAT to baskets containing WAREHOUSE SNACKS
FRUIT - SHELF STABLE,ORGANICS FRUIT & VEGETABLES,GROCERY,PRODUCE,191561,691,0.003607,0.054427,0.134279,2.026042,FRUIT - SHELF STABLE + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,FRUIT - SHELF STABLE,0.134279,Recommend FRUIT - SHELF STABLE to baskets containing ORGANICS FRUIT & VEGETABLES
DELI MEATS,MISC. DAIRY,DELI,GROCERY,191561,1232,0.006431,0.074275,0.175424,2.025943,DELI MEATS + MISC. DAIRY,MISC. DAIRY,DELI MEATS,0.175424,Recommend DELI MEATS to baskets containing MISC. DAIRY
EGGS,FRUIT - SHELF STABLE,GROCERY,GROCERY,191561,3637,0.018986,0.134251,0.286468,2.025622,EGGS + FRUIT - SHELF STABLE,FRUIT - SHELF STABLE,EGGS,0.286468,Recommend EGGS to baskets containing FRUIT - SHELF STABLE
CARROTS,MEAT - MISC,PRODUCE,MEAT-PCKGD,191561,690,0.003602,0.085428,0.085407,2.025576,CARROTS + MEAT - MISC,CARROTS,MEAT - MISC,0.085428,Recommend MEAT - MISC to baskets containing CARROTS
FROZEN PIZZA,SEAFOOD - FROZEN,GROCERY,SEAFOOD-PCKGD,191561,1654,0.008634,0.075778,0.23078,2.025402,FROZEN PIZZA + SEAFOOD - FROZEN,SEAFOOD - FROZEN,FROZEN PIZZA,0.23078,Recommend FROZEN PIZZA to baskets containing SEAFOOD - FROZEN
SOAP - LIQUID & BAR,YOGURT,DRUG GM,GROCERY,191561,982,0.005126,0.179066,0.057952,2.024322,SOAP - LIQUID & BAR + YOGURT,SOAP - LIQUID & BAR,YOGURT,0.179066,Recommend YOGURT to baskets containing SOAP - LIQUID & BAR
APPLES,CANNED JUICES,PRODUCE,GROCERY,191561,2590,0.01352,0.202962,0.13484,2.024137,APPLES + CANNED JUICES,APPLES,CANNED JUICES,0.202962,Recommend CANNED JUICES to baskets containing APPLES
CARROTS,EGGS,PRODUCE,GROCERY,191561,2312,0.012069,0.286245,0.085342,2.024043,CARROTS + EGGS,CARROTS,EGGS,0.286245,Recommend EGGS to baskets containing CARROTS
EGGS,MUSHROOMS,GROCERY,PRODUCE,191561,1313,0.006854,0.048466,0.286244,2.024035,EGGS + MUSHROOMS,MUSHROOMS,EGGS,0.286244,Recommend EGGS to baskets containing MUSHROOMS
CONVENIENT BRKFST/WHLSM SNACKS,DELI MEATS,GROCERY,DELI,191561,2335,0.012189,0.175248,0.140773,2.023911,CONVENIENT BRKFST/WHLSM SNACKS + DELI MEATS,CONVENIENT BRKFST/WHLSM SNACKS,DELI MEATS,0.175248,Recommend DELI MEATS to baskets containing CONVENIENT BRKFST/WHLSM SNACKS
DRY BN/VEG/POTATO/RICE,FACIAL TISS/DNR NAPKIN,GROCERY,GROCERY,191561,880,0.004594,0.069346,0.134065,2.023763,DRY BN/VEG/POTATO/RICE + FACIAL TISS/DNR NAPKIN,FACIAL TISS/DNR NAPKIN,DRY BN/VEG/POTATO/RICE,0.134065,Recommend DRY BN/VEG/POTATO/RICE to baskets containing FACIAL TISS/DNR NAPKIN
SEAFOOD - SHELF STABLE,TROPICAL FRUIT,GROCERY,PRODUCE,191561,2515,0.013129,0.334175,0.079488,2.023226,SEAFOOD - SHELF STABLE + TROPICAL FRUIT,SEAFOOD - SHELF STABLE,TROPICAL FRUIT,0.334175,Recommend TROPICAL FRUIT to baskets containing SEAFOOD - SHELF STABLE
BAKING NEEDS,SNACK NUTS,GROCERY,GROCERY,191561,466,0.002433,0.047109,0.104461,2.022911,BAKING NEEDS + SNACK NUTS,SNACK NUTS,BAKING NEEDS,0.104461,Recommend BAKING NEEDS to baskets containing SNACK NUTS
CHEESE,HOT DOGS,GROCERY,MEAT-PCKGD,191561,5101,0.026629,0.111478,0.483049,2.022234,CHEESE + HOT DOGS,HOT DOGS,CHEESE,0.483049,Recommend CHEESE to baskets containing HOT DOGS
BUTTER,SEAFOOD - SHELF STABLE,GROCERY,GROCERY,191561,381,0.001989,0.079425,0.050625,2.021614,BUTTER + SEAFOOD - SHELF STABLE,BUTTER,SEAFOOD - SHELF STABLE,0.079425,Recommend SEAFOOD - SHELF STABLE to baskets containing BUTTER
SEAFOOD - FROZEN,TOMATOES,SEAFOOD-PCKGD,PRODUCE,191561,1127,0.005883,0.157249,0.075633,2.021521,SEAFOOD - FROZEN + TOMATOES,SEAFOOD - FROZEN,TOMATOES,0.157249,Recommend TOMATOES to baskets containing SEAFOOD - FROZEN
BREAKFAST SAUSAGE/SANDWICHES,CHEESE,MEAT-PCKGD,GROCERY,191561,5097,0.026608,0.482853,0.11139,2.021414,BREAKFAST SAUSAGE/SANDWICHES + CHEESE,BREAKFAST SAUSAGE/SANDWICHES,CHEESE,0.482853,Recommend CHEESE to baskets containing BREAKFAST SAUSAGE/SANDWICHES
BEEF,SPICES & EXTRACTS,MEAT,GROCERY,191561,3400,0.017749,0.095675,0.374986,2.021351,BEEF + SPICES & EXTRACTS,SPICES & EXTRACTS,BEEF,0.374986,Recommend BEEF to baskets containing SPICES & EXTRACTS
FROZEN PIZZA,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,1422,0.007423,0.065149,0.230283,2.021044,FROZEN PIZZA + WAREHOUSE SNACKS,WAREHOUSE SNACKS,FROZEN PIZZA,0.230283,Recommend FROZEN PIZZA to baskets containing WAREHOUSE SNACKS
FRUIT - SHELF STABLE,STONE FRUIT,GROCERY,PRODUCE,191561,715,0.003732,0.056317,0.13392,2.020628,FRUIT - SHELF STABLE + STONE FRUIT,STONE FRUIT,FRUIT - SHELF STABLE,0.13392,Recommend FRUIT - SHELF STABLE to baskets containing STONE FRUIT
BATH TISSUES,COLD CEREAL,GROCERY,GROCERY,191561,3305,0.017253,0.25648,0.135874,2.019879,BATH TISSUES + COLD CEREAL,BATH TISSUES,COLD CEREAL,0.25648,Recommend COLD CEREAL to baskets containing BATH TISSUES
FD WRAPS/BAGS/TRSH BG,SOUP,GROCERY,GROCERY,191561,2516,0.013134,0.238212,0.111352,2.019571,FD WRAPS/BAGS/TRSH BG + SOUP,FD WRAPS/BAGS/TRSH BG,SOUP,0.238212,Recommend SOUP to baskets containing FD WRAPS/BAGS/TRSH BG
FRZN POTATOES,SALD DRSNG/SNDWCH SPRD,GROCERY,GROCERY,191561,1324,0.006912,0.170071,0.082073,2.01952,FRZN POTATOES + SALD DRSNG/SNDWCH SPRD,FRZN POTATOES,SALD DRSNG/SNDWCH SPRD,0.170071,Recommend SALD DRSNG/SNDWCH SPRD to baskets containing FRZN POTATOES
BREAKFAST SAUSAGE/SANDWICHES,DRY MIX DESSERTS,MEAT-PCKGD,GROCERY,191561,574,0.002996,0.054377,0.111283,2.019474,BREAKFAST SAUSAGE/SANDWICHES + DRY MIX DESSERTS,DRY MIX DESSERTS,BREAKFAST SAUSAGE/SANDWICHES,0.111283,Recommend BREAKFAST SAUSAGE/SANDWICHES to baskets containing DRY MIX DESSERTS
DRY BN/VEG/POTATO/RICE,EGGS,GROCERY,GROCERY,191561,3624,0.018918,0.285579,0.133771,2.019336,DRY BN/VEG/POTATO/RICE + EGGS,DRY BN/VEG/POTATO/RICE,EGGS,0.285579,Recommend EGGS to baskets containing DRY BN/VEG/POTATO/RICE
DISHWASH DETERGENTS,FRUIT - SHELF STABLE,GROCERY,GROCERY,191561,784,0.004093,0.133834,0.061752,2.019328,DISHWASH DETERGENTS + FRUIT - SHELF STABLE,DISHWASH DETERGENTS,FRUIT - SHELF STABLE,0.133834,Recommend FRUIT - SHELF STABLE to baskets containing DISHWASH DETERGENTS
CONDIMENTS/SAUCES,REFRGRATD DOUGH PRODUCTS,GROCERY,GROCERY,191561,2446,0.012769,0.142657,0.180717,2.019029,CONDIMENTS/SAUCES + REFRGRATD DOUGH PRODUCTS,REFRGRATD DOUGH PRODUCTS,CONDIMENTS/SAUCES,0.180717,Recommend CONDIMENTS/SAUCES to baskets containing REFRGRATD DOUGH PRODUCTS
CAT FOOD,HOUSEHOLD CLEANG NEEDS,GROCERY,GROCERY,191561,436,0.002276,0.072019,0.063808,2.019016,CAT FOOD + HOUSEHOLD CLEANG NEEDS,CAT FOOD,HOUSEHOLD CLEANG NEEDS,0.072019,Recommend HOUSEHOLD CLEANG NEEDS to baskets containing CAT FOOD
BEANS - CANNED GLASS & MW,COLD CEREAL,GROCERY,GROCERY,191561,2329,0.012158,0.2563,0.095749,2.018464,BEANS - CANNED GLASS & MW + COLD CEREAL,BEANS - CANNED GLASS & MW,COLD CEREAL,0.2563,Recommend COLD CEREAL to baskets containing BEANS - CANNED GLASS & MW
